,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,year,month,partial_date,clean_date,weekofday
155773,5261353,2016-10-12 00:00:00,f,,,,,2016,10,10-12,2016-10-12,Wed
220365,503921,2016-09-29 00:00:00,t,125.0,,,,2016,9,09-29,2016-09-29,Thr
6074790,7621766,2016-04-06 00:00:00,t,175.0,,,,2016,4,04-06,2016-04-06,Wed
2215830,3715721,2016-10-08 00:00:00,t,108.0,,,,2016,10,10-08,2016-10-08,Sat
7145314,8957681,2016-03-16 00:00:00,t,69.0,,,,2016,3,03-16,2016-03-16,Wed
4930379,8802739,2016-11-21 00:00:00,t,149.0,,,,2016,11,11-21,2016-11-21,Mon
7303865,9079432,2016-08-04 00:00:00,f,,,,,2016,8,08-04,2016-08-04,Thr
1308551,2244705,2016-01-28 00:00:00,t,100.0,,,,2016,1,01-28,2016-01-28,Thr
7361634,7649976,2016-11-11 00:00:00,t,75.0,,,,2016,11,11-11,2016-11-11,Fri
3214489,6007168,2016-10-27 00:00:00,t,89.0,,,,2016,10,10-27,2016-10-27,Thr
1730379,7995377,2016-10-08 00:00:00,t,750.0,,,,2016,10,10-08,2016-10-08,Sat
250005,9064506,2016-12-12 00:00:00,t,125.0,,,,2016,12,12-12,2016-12-12,Mon
2521251,1147968,2016-07-16 00:00:00,t,160.0,,,,2016,7,07-16,2016-07-16,Sat
5180292,4720733,2016-08-01 00:00:00,t,100.0,,,,2016,8,08-01,2016-08-01,Mon
7305629,1999224,2016-06-04 00:00:00,t,88.0,,,,2016,6,06-04,2016-06-04,Sat
3509496,7022756,2016-01-23 00:00:00,f,,,,,2016,1,01-23,2016-01-23,Sat
4420341,853145,2016-07-11 00:00:00,t,122.0,,,,2016,7,07-11,2016-07-11,Mon
3945641,8551438,2016-12-23 00:00:00,f,,,,,2016,12,12-23,2016-12-23,Fri
4983464,10090380,2016-05-01 00:00:00,t,69.0,,,,2016,5,05-01,2016-05-01,Sun
1268706,9757103,2016-11-28 00:00:00,f,,,,,2016,11,11-28,2016-11-28,Mon
1435199,2423593,2016-01-22 00:00:00,f,,,,,2016,1,01-22,2016-01-22,Fri
3755581,9478773,2016-04-07 00:00:00,t,170.0,,,,2016,4,04-07,2016-04-07,Thr
277185,9809224,2016-05-31 00:00:00,t,60.0,,,,2016,5,05-31,2016-05-31,Tue
7104088,6810199,2016-04-05 00:00:00,f,,,,,2016,4,04-05,2016-04-05,Tue
5367419,6658973,2016-04-05 00:00:00,f,,,,,2016,4,04-05,2016-04-05,Tue
3504755,4196767,2016-01-27 00:00:00,t,135.0,,,,2016,1,01-27,2016-01-27,Wed
4171808,4739064,2016-08-12 00:00:00,t,35.0,,,,2016,8,08-12,2016-08-12,Fri
5122683,3043233,2016-10-01 00:00:00,t,85.0,,,,2016,10,10-01,2016-10-01,Sat
3629675,4396919,2016-04-26 00:00:00,t,99.0,,,,2016,4,04-26,2016-04-26,Tue
5458886,2925113,2016-11-08 00:00:00,t,120.0,,,,2016,11,11-08,2016-11-08,Tue
4209401,8068854,2016-08-10 00:00:00,f,,,,,2016,8,08-10,2016-08-10,Wed
4123624,9620076,2016-08-08 00:00:00,t,50.0,,,,2016,8,08-08,2016-08-08,Mon
5773954,449753,2016-01-22 00:00:00,f,,,,,2016,1,01-22,2016-01-22,Fri
6263410,4136914,2016-01-12 00:00:00,f,,,,,2016,1,01-12,2016-01-12,Tue
735906,7093907,2016-03-08 00:00:00,t,75.0,,,,2016,3,03-08,2016-03-08,Tue
4180041,6851574,2016-03-03 00:00:00,t,70.0,,,,2016,3,03-03,2016-03-03,Thr
2252240,2392579,2016-07-10 00:00:00,t,75.0,,,,2016,7,07-10,2016-07-10,Sun
6466297,2478302,2016-11-19 00:00:00,t,169.0,,,,2016,11,11-19,2016-11-19,Sat
2663239,3562422,2016-07-19 00:00:00,f,,,,,2016,7,07-19,2016-07-19,Tue
3205633,7086792,2016-07-23 00:00:00,t,50.0,,,,2016,7,07-23,2016-07-23,Sat
3663668,9591301,2016-06-13 00:00:00,t,75.0,,,,2016,6,06-13,2016-06-13,Mon
4593594,2375574,2016-03-11 00:00:00,t,220.0,,,,2016,3,03-11,2016-03-11,Fri
6052149,4050970,2016-03-26 00:00:00,t,65.0,,,,2016,3,03-26,2016-03-26,Sat
4086072,3749006,2016-09-20 00:00:00,t,74.0,,,,2016,9,09-20,2016-09-20,Tue
4134538,10285987,2016-07-04 00:00:00,t,60.0,,,,2016,7,07-04,2016-07-04,Mon
1243129,8521514,2016-11-01 00:00:00,t,60.0,,,,2016,11,11-01,2016-11-01,Tue
2044647,6029497,2016-10-10 00:00:00,t,395.0,,,,2016,10,10-10,2016-10-10,Mon
3474577,6939477,2016-05-24 00:00:00,t,32.0,,,,2016,5,05-24,2016-05-24,Tue
4347666,4294350,2016-06-01 00:00:00,t,100.0,,,,2016,6,06-01,2016-06-01,Wed
2253611,5710107,2016-04-12 00:00:00,t,190.0,,,,2016,4,04-12,2016-04-12,Tue
3330591,9843046,2016-11-28 00:00:00,t,100.0,,,,2016,11,11-28,2016-11-28,Mon
3263488,3178310,2016-01-25 00:00:00,t,170.0,,,,2016,1,01-25,2016-01-25,Mon
2978,7973248,2016-03-01 00:00:00,t,45.0,,,,2016,3,03-01,2016-03-01,Tue
1138050,9733865,2016-12-12 00:00:00,t,149.0,,,,2016,12,12-12,2016-12-12,Mon
4015053,6783106,2016-02-24 00:00:00,t,169.0,,,,2016,2,02-24,2016-02-24,Wed
4404764,6767883,2016-11-06 00:00:00,t,169.0,,,,2016,11,11-06,2016-11-06,Sun
7059644,8012419,2016-06-29 00:00:00,t,190.0,,,,2016,6,06-29,2016-06-29,Wed
3217564,7661677,2016-03-31 00:00:00,t,89.0,,,,2016,3,03-31,2016-03-31,Thr
5145921,10104299,2016-06-01 00:00:00,f,,,,,2016,6,06-01,2016-06-01,Wed
106963,10186684,2016-01-20 00:00:00,t,200.0,,,,2016,1,01-20,2016-01-20,Wed
5969820,5319003,2016-09-03 00:00:00,t,100.0,,,,2016,9,09-03,2016-09-03,Sat
1652354,5387302,2016-12-31 00:00:00,t,115.0,,,,2016,12,12-31,2016-12-31,Sat
1645728,9321531,2016-11-05 00:00:00,t,46.0,,,,2016,11,11-05,2016-11-05,Sat
315654,9497406,2016-10-22 00:00:00,t,48.0,,,,2016,10,10-22,2016-10-22,Sat
5457623,8831780,2016-05-24 00:00:00,f,,,,,2016,5,05-24,2016-05-24,Tue
4571736,1217847,2016-04-22 00:00:00,f,,,,,2016,4,04-22,2016-04-22,Fri
3782129,2320277,2016-12-31 00:00:00,t,150.0,,,,2016,12,12-31,2016-12-31,Sat
4844555,2134902,2016-10-03 00:00:00,t,75.0,,,,2016,10,10-03,2016-10-03,Mon
3189040,6779619,2016-02-06 00:00:00,t,105.0,,,,2016,2,02-06,2016-02-06,Sat
7488371,6789756,2016-02-02 00:00:00,f,,,,,2016,2,02-02,2016-02-02,Tue
5961424,8766175,2016-09-02 00:00:00,f,,,,,2016,9,09-02,2016-09-02,Fri
2600957,931641,2016-10-03 00:00:00,t,99.0,,,,2016,10,10-03,2016-10-03,Mon
4826666,1898154,2016-08-03 00:00:00,t,225.0,,,,2016,8,08-03,2016-08-03,Wed
1549486,7260560,2016-01-06 00:00:00,t,100.0,,,,2016,1,01-06,2016-01-06,Wed
4501368,5795772,2016-05-12 00:00:00,t,349.0,,,,2016,5,05-12,2016-05-12,Thr
946331,7632393,2016-07-14 00:00:00,t,140.0,,,,2016,7,07-14,2016-07-14,Thr
229666,5395797,2016-01-26 00:00:00,f,,,,,2016,1,01-26,2016-01-26,Tue
3463712,5716928,2016-06-20 00:00:00,t,50.0,,,,2016,6,06-20,2016-06-20,Mon
6783450,4418183,2016-08-22 00:00:00,t,63.0,,,,2016,8,08-22,2016-08-22,Mon
3732557,3940351,2016-01-12 00:00:00,t,225.0,,,,2016,1,01-12,2016-01-12,Tue
4057896,5884290,2016-05-15 00:00:00,t,120.0,,,,2016,5,05-15,2016-05-15,Sun
947601,4027199,2016-01-06 00:00:00,f,,,,,2016,1,01-06,2016-01-06,Wed
133341,6838295,2016-03-01 00:00:00,t,65.0,,,,2016,3,03-01,2016-03-01,Tue
528181,9257100,2015-12-02 00:00:00,t,1999.0,,,,2015,12,12-02,2015-12-02,Wed
6436077,5571863,2015-12-08 00:00:00,t,120.0,,,,2015,12,12-08,2015-12-08,Tue
860250,621217,2016-09-11 00:00:00,t,77.0,,,,2016,9,09-11,2016-09-11,Sun
87528,4768700,2016-08-25 00:00:00,t,100.0,,,,2016,8,08-25,2016-08-25,Thr
5678826,7027048,2016-04-10 00:00:00,t,90.0,,,,2016,4,04-10,2016-04-10,Sun
3289955,3293695,2016-06-03 00:00:00,t,150.0,,,,2016,6,06-03,2016-06-03,Fri
1083337,7639084,2015-11-23 00:00:00,f,,,,,2015,11,11-23,2015-11-23,Mon
5055368,6926489,2016-03-03 00:00:00,t,440.0,,,,2016,3,03-03,2016-03-03,Thr
2090712,7637415,2016-10-28 00:00:00,t,25.0,,,,2016,10,10-28,2016-10-28,Fri
3965735,1617477,2015-11-16 00:00:00,f,,,,,2015,11,11-16,2015-11-16,Mon
3319773,7052390,2016-02-12 00:00:00,f,,,,,2016,2,02-12,2016-02-12,Fri
1940988,403604,2016-08-15 00:00:00,t,110.0,,,,2016,8,08-15,2016-08-15,Mon
1827020,696862,2016-05-19 00:00:00,f,,,,,2016,5,05-19,2016-05-19,Thr
353024,6451549,2016-01-14 00:00:00,t,150.0,,,,2016,1,01-14,2016-01-14,Thr
5629865,1080559,2016-02-19 00:00:00,t,50.0,,,,2016,2,02-19,2016-02-19,Fri
6128242,8687518,2016-07-20 00:00:00,t,170.0,,,,2016,7,07-20,2016-07-20,Wed
2405807,2561160,2016-02-06 00:00:00,f,,,,,2016,2,02-06,2016-02-06,Sat
985164,7776912,2015-12-05 00:00:00,t,35.0,,,,2015,12,12-05,2015-12-05,Sat
485294,300587,2016-06-02 00:00:00,f,,,,,2016,6,06-02,2016-06-02,Thr
6667793,5112456,2016-10-09 00:00:00,f,,,,,2016,10,10-09,2016-10-09,Sun
6264568,6555794,2016-01-18 00:00:00,t,260.0,,,,2016,1,01-18,2016-01-18,Mon
3899665,4978068,2015-11-11 00:00:00,f,,,,,2015,11,11-11,2015-11-11,Wed
4410260,8869387,2016-10-01 00:00:00,f,,,,,2016,10,10-01,2016-10-01,Sat
4132617,2393603,2016-02-01 00:00:00,f,,,,,2016,2,02-01,2016-02-01,Mon
4884440,8740680,2015-11-16 00:00:00,t,75.0,,,,2015,11,11-16,2015-11-16,Mon
2922377,74949,2016-05-11 00:00:00,t,130.0,,,,2016,5,05-11,2016-05-11,Wed
4974005,1521295,2016-04-04 00:00:00,t,179.0,,,,2016,4,04-04,2016-04-04,Mon
6604196,7310976,2016-07-14 00:00:00,f,,,,,2016,7,07-14,2016-07-14,Thr
5628388,9127770,2016-02-02 00:00:00,f,,,,,2016,2,02-02,2016-02-02,Tue
1758334,7649066,2016-03-14 00:00:00,f,,,,,2016,3,03-14,2016-03-14,Mon
4146891,9297522,2016-03-11 00:00:00,t,70.0,,,,2016,3,03-11,2016-03-11,Fri
1112655,3469245,2016-03-20 00:00:00,t,45.0,,,,2016,3,03-20,2016-03-20,Sun
2059292,9148776,2016-09-28 00:00:00,t,50.0,,,,2016,9,09-28,2016-09-28,Wed
5943990,1213127,2016-10-01 00:00:00,t,140.0,,,,2016,10,10-01,2016-10-01,Sat
2515675,226718,2016-02-09 00:00:00,t,109.0,,,,2016,2,02-09,2016-02-09,Tue
253363,5284763,2015-12-29 00:00:00,f,,,,,2015,12,12-29,2015-12-29,Tue
1061173,6302541,2016-03-03 00:00:00,t,100.0,,,,2016,3,03-03,2016-03-03,Thr
3262695,7500459,2016-09-26 00:00:00,t,350.0,,,,2016,9,09-26,2016-09-26,Mon
4873391,4680448,2016-08-08 00:00:00,t,159.0,,,,2016,8,08-08,2016-08-08,Mon
1505901,921738,2016-08-08 00:00:00,t,162.0,,,,2016,8,08-08,2016-08-08,Mon
3744893,8051926,2016-10-29 00:00:00,t,69.0,,,,2016,10,10-29,2016-10-29,Sat
6052788,8669891,2016-10-29 00:00:00,t,93.0,,,,2016,10,10-29,2016-10-29,Sat
5207938,2865186,2016-03-03 00:00:00,t,100.0,,,,2016,3,03-03,2016-03-03,Thr
1962067,4547412,2016-05-16 00:00:00,t,88.0,,,,2016,5,05-16,2016-05-16,Mon
3227093,5639177,2016-03-13 00:00:00,t,99.0,,,,2016,3,03-13,2016-03-13,Sun
3144249,8923887,2016-03-24 00:00:00,t,145.0,,,,2016,3,03-24,2016-03-24,Thr
4951187,3509704,2016-09-28 00:00:00,t,175.0,,,,2016,9,09-28,2016-09-28,Wed
3244210,8568164,2016-02-04 00:00:00,f,,,,,2016,2,02-04,2016-02-04,Thr
2943933,7132776,2016-06-01 00:00:00,t,65.0,,,,2016,6,06-01,2016-06-01,Wed
6030238,6362044,2016-01-18 00:00:00,f,,,,,2016,1,01-18,2016-01-18,Mon
5438766,3543832,2016-07-29 00:00:00,t,199.0,,,,2016,7,07-29,2016-07-29,Fri
1499318,3807040,2016-07-26 00:00:00,t,101.0,,,,2016,7,07-26,2016-07-26,Tue
6772505,8523936,2016-08-27 00:00:00,f,,,,,2016,8,08-27,2016-08-27,Sat
4504056,3630424,2016-09-22 00:00:00,t,214.0,,,,2016,9,09-22,2016-09-22,Thr
2782709,822340,2016-09-15 00:00:00,t,700.0,,,,2016,9,09-15,2016-09-15,Thr
2460820,579610,2016-10-26 00:00:00,t,550.0,,,,2016,10,10-26,2016-10-26,Wed
1490286,4597040,2016-10-27 00:00:00,t,198.0,,,,2016,10,10-27,2016-10-27,Thr
6735614,8673594,2016-08-01 00:00:00,f,,,,,2016,8,08-01,2016-08-01,Mon
4301140,3968880,2016-10-16 00:00:00,t,105.0,,,,2016,10,10-16,2016-10-16,Sun
964421,6052078,2016-02-05 00:00:00,f,,,,,2016,2,02-05,2016-02-05,Fri
829770,8953710,2016-03-10 00:00:00,f,,,,,2016,3,03-10,2016-03-10,Thr
6925698,5126309,2016-05-12 00:00:00,f,,,,,2016,5,05-12,2016-05-12,Thr
2122103,3586224,2016-10-29 00:00:00,t,125.0,,,,2016,10,10-29,2016-10-29,Sat
6169722,2318200,2016-03-12 00:00:00,f,,,,,2016,3,03-12,2016-03-12,Sat
3084108,7243424,2016-06-16 00:00:00,t,60.0,,,,2016,6,06-16,2016-06-16,Thr
5556643,2479317,2016-07-11 00:00:00,t,52.0,,,,2016,7,07-11,2016-07-11,Mon
3908510,4418567,2016-02-04 00:00:00,t,100.0,,,,2016,2,02-04,2016-02-04,Thr
6918448,956782,2016-07-01 00:00:00,t,70.0,,,,2016,7,07-01,2016-07-01,Fri
3621023,6950385,2016-06-16 00:00:00,t,752.0,,,,2016,6,06-16,2016-06-16,Thr
5520276,5307894,2015-11-22 00:00:00,t,105.0,,,,2015,11,11-22,2015-11-22,Sun
3432199,7096370,2016-02-18 00:00:00,t,110.0,,,,2016,2,02-18,2016-02-18,Thr
6044272,3231636,2016-06-30 00:00:00,t,350.0,,,,2016,6,06-30,2016-06-30,Thr
5669242,4786978,2016-01-07 00:00:00,t,100.0,,,,2016,1,01-07,2016-01-07,Thr
1810136,4309860,2016-02-15 00:00:00,t,199.0,,,,2016,2,02-15,2016-02-15,Mon
6191977,8270522,2016-03-02 00:00:00,f,,,,,2016,3,03-02,2016-03-02,Wed
6092078,828629,2016-06-21 00:00:00,t,85.0,,,,2016,6,06-21,2016-06-21,Tue
6804864,6480719,2016-04-23 00:00:00,t,232.0,,,,2016,4,04-23,2016-04-23,Sat
3763272,8633804,2016-03-07 00:00:00,t,70.0,,,,2016,3,03-07,2016-03-07,Mon
1077261,7745691,2016-03-31 00:00:00,f,,,,,2016,3,03-31,2016-03-31,Thr
2633204,8192838,2016-02-08 00:00:00,t,595.0,,,,2016,2,02-08,2016-02-08,Mon
469971,7951739,2016-06-09 00:00:00,t,1599.0,,,,2016,6,06-09,2016-06-09,Thr
780128,1623093,2016-03-08 00:00:00,f,,,,,2016,3,03-08,2016-03-08,Tue
321985,7463299,2015-12-31 00:00:00,t,130.0,,,,2015,12,12-31,2015-12-31,Thr
1476098,3613494,2015-12-14 00:00:00,t,120.0,,,,2015,12,12-14,2015-12-14,Mon
666587,8389731,2016-02-11 00:00:00,t,45.0,,,,2016,2,02-11,2016-02-11,Thr
2812308,7579517,2016-10-19 00:00:00,t,42.0,,,,2016,10,10-19,2016-10-19,Wed
1956742,1076362,2016-10-13 00:00:00,t,200.0,,,,2016,10,10-13,2016-10-13,Thr
2251407,9283854,2016-02-01 00:00:00,t,37.0,,,,2016,2,02-01,2016-02-01,Mon
5004807,5030918,2016-05-15 00:00:00,t,100.0,,,,2016,5,05-15,2016-05-15,Sun
966141,6850090,2016-07-11 00:00:00,f,,,,,2016,7,07-11,2016-07-11,Mon
1440600,6337447,2016-06-01 00:00:00,t,105.0,,,,2016,6,06-01,2016-06-01,Wed
1511226,4149780,2015-12-02 00:00:00,t,69.0,,,,2015,12,12-02,2015-12-02,Wed
2872120,3807040,2016-05-23 00:00:00,t,101.0,,,,2016,5,05-23,2016-05-23,Mon
1940225,4700433,2016-04-02 00:00:00,t,800.0,,,,2016,4,04-02,2016-04-02,Sat
3867896,1521241,2016-07-17 00:00:00,t,110.0,,,,2016,7,07-17,2016-07-17,Sun
1035831,6240341,2016-06-18 00:00:00,t,60.0,,,,2016,6,06-18,2016-06-18,Sat
113790,5318780,2016-04-27 00:00:00,t,245.0,,,,2016,4,04-27,2016-04-27,Wed
1158486,5077160,2016-07-04 00:00:00,t,295.0,,,,2016,7,07-04,2016-07-04,Mon
2324358,5037303,2015-09-04 00:00:00,f,,,,,2015,9,09-04,2015-09-04,Fri
2950412,5603949,2015-11-22 00:00:00,f,,,,,2015,11,11-22,2015-11-22,Sun
1434543,3968976,2015-10-29 00:00:00,f,,,,,2015,10,10-29,2015-10-29,Thr
3934113,1831629,2015-12-19 00:00:00,t,99.0,,,,2015,12,12-19,2015-12-19,Sat
5413006,7057667,2015-09-21 00:00:00,t,89.0,,,,2015,9,09-21,2015-09-21,Mon
5248486,6801660,2015-12-26 00:00:00,t,59.0,,,,2015,12,12-26,2015-12-26,Sat
802470,2732,2016-02-12 00:00:00,t,135.0,,,,2016,2,02-12,2016-02-12,Fri
3295260,6032921,2015-09-04 00:00:00,f,,,,,2015,9,09-04,2015-09-04,Fri
3012739,5445916,2015-08-26 00:00:00,t,235.0,,,,2015,8,08-26,2015-08-26,Wed
4337097,3435214,2016-01-11 00:00:00,t,145.0,,,,2016,1,01-11,2016-01-11,Mon
3253243,5969033,2016-07-25 00:00:00,t,129.0,,,,2016,7,07-25,2016-07-25,Mon
2840045,4480520,2016-07-07 00:00:00,t,175.0,,,,2016,7,07-07,2016-07-07,Thr
4750699,4493109,2016-03-08 00:00:00,t,80.0,,,,2016,3,03-08,2016-03-08,Tue
2893841,6649615,2015-11-26 00:00:00,t,119.0,,,,2015,11,11-26,2015-11-26,Thr
3126055,5720294,2016-02-08 00:00:00,f,,,,,2016,2,02-08,2016-02-08,Mon
4466079,3822100,2016-05-27 00:00:00,t,95.0,,,,2016,5,05-27,2016-05-27,Fri
2124135,2331968,2016-02-12 00:00:00,t,75.0,,,,2016,2,02-12,2016-02-12,Fri
3609858,6515537,2015-08-05 00:00:00,f,,,,,2015,8,08-05,2015-08-05,Wed
5680486,7463102,2016-07-18 00:00:00,f,,,,,2016,7,07-18,2016-07-18,Mon
376105,5353347,2015-12-29 00:00:00,t,230.0,,,,2015,12,12-29,2015-12-29,Tue
4578064,4069164,2016-03-17 00:00:00,t,145.0,,,,2016,3,03-17,2016-03-17,Thr
5237002,6784401,2016-07-07 00:00:00,f,,,,,2016,7,07-07,2016-07-07,Thr
4510759,3921911,2015-10-25 00:00:00,f,,,,,2015,10,10-25,2015-10-25,Sun
739341,5837860,2016-02-28 00:00:00,t,449.0,,,,2016,2,02-28,2016-02-28,Sun
1669993,6400264,2015-11-22 00:00:00,f,,,,,2015,11,11-22,2015-11-22,Sun
735235,2671432,2015-11-30 00:00:00,f,,,,,2015,11,11-30,2015-11-30,Mon
2745968,87337,2015-10-09 00:00:00,f,,,,,2015,10,10-09,2015-10-09,Fri
443292,6185189,2016-01-26 00:00:00,f,,,,,2016,1,01-26,2016-01-26,Tue
3435589,4217936,2016-02-22 00:00:00,f,,,,,2016,2,02-22,2016-02-22,Mon
4398937,3638211,2016-06-14 00:00:00,t,60.0,,,,2016,6,06-14,2016-06-14,Tue
1895942,6993807,2015-12-06 00:00:00,f,,,,,2015,12,12-06,2015-12-06,Sun
519610,3438040,2016-02-29 00:00:00,t,199.0,,,,2016,2,02-29,2016-02-29,Mon
5445950,7114609,2015-12-26 00:00:00,t,650.0,,,,2015,12,12-26,2015-12-26,Sat
4138577,2739866,2016-02-20 00:00:00,t,55.0,,,,2016,2,02-20,2016-02-20,Sat
5473815,7149068,2016-04-26 00:00:00,t,52.0,,,,2016,4,04-26,2016-04-26,Tue
5426646,7086215,2016-02-03 00:00:00,t,400.0,,,,2016,2,02-03,2016-02-03,Wed
3443842,6286181,2015-10-03 00:00:00,t,130.0,,,,2015,10,10-03,2015-10-03,Sat
1461496,2763624,2015-09-01 00:00:00,f,,,,,2015,9,09-01,2015-09-01,Tue
2884812,4582492,2016-03-01 00:00:00,f,,,,,2016,3,03-01,2016-03-01,Tue
412646,2343712,2016-02-09 00:00:00,t,175.0,,,,2016,2,02-09,2016-02-09,Tue
1423835,4445758,2016-06-25 00:00:00,f,,,,,2016,6,06-25,2016-06-25,Sat
5320898,6903305,2016-05-16 00:00:00,t,113.0,,,,2016,5,05-16,2016-05-16,Mon
4185902,2909973,2015-10-18 00:00:00,t,54.0,,,,2015,10,10-18,2015-10-18,Sun
1384107,2570026,2015-08-24 00:00:00,t,84.0,,,,2015,8,08-24,2015-08-24,Mon
2168465,3953732,2015-07-28 00:00:00,f,,,,,2015,7,07-28,2015-07-28,Tue
2379044,5383518,2016-07-01 00:00:00,t,145.0,,,,2016,7,07-01,2016-07-01,Fri
3002284,5405937,2016-01-04 00:00:00,f,,,,,2016,1,01-04,2016-01-04,Mon
2701948,1040219,2016-03-02 00:00:00,t,60.0,,,,2016,3,03-02,2016-03-02,Wed
1839685,4818503,2015-10-19 00:00:00,t,400.0,,,,2015,10,10-19,2015-10-19,Mon
1627907,787973,2015-08-04 00:00:00,f,,,,,2015,8,08-04,2015-08-04,Tue
3592592,6492015,2016-04-14 00:00:00,t,81.0,,,,2016,4,04-14,2016-04-14,Thr
1882127,3714264,2016-01-30 00:00:00,t,100.0,,,,2016,1,01-30,2016-01-30,Sat
4137994,2737088,2016-07-16 00:00:00,t,79.0,,,,2016,7,07-16,2016-07-16,Sat
1238884,2693359,2015-10-10 00:00:00,t,135.0,,,,2015,10,10-10,2015-10-10,Sat
4269815,3249961,2015-09-09 00:00:00,t,80.0,,,,2015,9,09-09,2015-09-09,Wed
4642629,4219875,2016-02-07 00:00:00,t,120.0,,,,2016,2,02-07,2016-02-07,Sun
2890791,1246609,2016-07-18 00:00:00,t,99.0,,,,2016,7,07-18,2016-07-18,Mon
4384774,3601468,2015-08-27 00:00:00,t,100.0,,,,2015,8,08-27,2015-08-27,Thr
5696798,7494936,2016-03-27 00:00:00,f,,,,,2016,3,03-27,2016-03-27,Sun
2661837,760337,2016-04-11 00:00:00,t,107.0,,,,2016,4,04-11,2016-04-11,Mon
106182,5710566,2016-06-24 00:00:00,t,51.0,,,,2016,6,06-24,2016-06-24,Fri
2890733,1246609,2016-05-21 00:00:00,t,119.0,,,,2016,5,05-21,2016-05-21,Sat
3019746,5465589,2015-11-06 00:00:00,t,329.0,,,,2015,11,11-06,2015-11-06,Fri
4300069,3321061,2015-07-31 00:00:00,f,,,,,2015,7,07-31,2015-07-31,Fri
2837802,5760160,2016-05-14 00:00:00,t,85.0,,,,2016,5,05-14,2016-05-14,Sat
270329,239117,2016-03-12 00:00:00,t,48.0,,,,2016,3,03-12,2016-03-12,Sat
4594895,4106122,2016-04-27 00:00:00,t,240.0,,,,2016,4,04-27,2016-04-27,Wed
1764283,1543364,2016-03-22 00:00:00,t,48.0,,,,2016,3,03-22,2016-03-22,Tue
1667307,1149256,2016-07-14 00:00:00,t,137.0,,,,2016,7,07-14,2016-07-14,Thr
466120,1998770,2015-08-13 00:00:00,f,,,,,2015,8,08-13,2015-08-13,Thr
2964408,7389621,2016-03-27 00:00:00,t,1750.0,,,,2016,3,03-27,2016-03-27,Sun
5234142,6783144,2015-09-05 00:00:00,f,,,,,2015,9,09-05,2015-09-05,Sat
5184662,6705450,2016-02-15 00:00:00,t,55.0,,,,2016,2,02-15,2016-02-15,Mon
3979012,2014696,2015-12-22 00:00:00,t,77.0,,,,2015,12,12-22,2015-12-22,Tue
3026611,5478832,2015-08-27 00:00:00,t,125.0,,,,2015,8,08-27,2015-08-27,Thr
4777741,4550084,2016-04-09 00:00:00,f,,,,,2016,4,04-09,2016-04-09,Sat
5378361,7007763,2015-10-21 00:00:00,f,,,,,2015,10,10-21,2015-10-21,Wed
3882714,1602551,2016-02-23 00:00:00,t,225.0,,,,2016,2,02-23,2016-02-23,Tue
84748,4025897,2015-10-05 00:00:00,t,99.0,,,,2015,10,10-05,2015-10-05,Mon
582935,6273754,2015-08-27 00:00:00,f,,,,,2015,8,08-27,2015-08-27,Thr
5427952,7087908,2015-09-03 00:00:00,t,142.0,,,,2015,9,09-03,2015-09-03,Thr
2610308,655762,2016-02-04 00:00:00,t,142.0,,,,2016,2,02-04,2016-02-04,Thr
3575270,6467255,2015-10-31 00:00:00,t,289.0,,,,2015,10,10-31,2015-10-31,Sat
3314632,6064632,2015-10-03 00:00:00,t,110.0,,,,2015,10,10-03,2015-10-03,Sat
5604009,7362523,2016-01-08 00:00:00,t,30.0,,,,2016,1,01-08,2016-01-08,Fri
138823,4631500,2015-11-27 00:00:00,f,,,,,2015,11,11-27,2015-11-27,Fri
1840574,6237551,2016-03-27 00:00:00,f,,,,,2016,3,03-27,2016-03-27,Sun
5701420,7498797,2015-11-25 00:00:00,f,,,,,2015,11,11-25,2015-11-25,Wed
2466287,245366,2016-07-10 00:00:00,t,65.0,,,,2016,7,07-10,2016-07-10,Sun
3562627,6451564,2016-03-12 00:00:00,t,100.0,,,,2016,3,03-12,2016-03-12,Sat
13095,3833950,2016-04-08 00:00:00,f,,,,,2016,4,04-08,2016-04-08,Fri
4702247,6344810,2016-04-06 00:00:00,f,,,,,2016,4,04-06,2016-04-06,Wed
2724517,3883071,2015-10-29 00:00:00,t,50.0,,,,2015,10,10-29,2015-10-29,Thr
829944,4984878,2016-03-18 00:00:00,t,79.0,,,,2016,3,03-18,2016-03-18,Fri
1366333,5840336,2015-10-10 00:00:00,t,172.0,,,,2015,10,10-10,2015-10-10,Sat
3626550,4118445,2016-02-24 00:00:00,t,129.0,,,,2016,2,02-24,2016-02-24,Wed
4677847,4128074,2015-06-01 00:00:00,f,,,,,2015,6,06-01,2015-06-01,Mon
1236260,5249674,2015-05-29 00:00:00,f,,,,,2015,5,05-29,2015-05-29,Fri
4255807,6055553,2016-02-21 00:00:00,f,,,,,2016,2,02-21,2016-02-21,Sun
1383323,728613,2016-04-27 00:00:00,t,100.0,,,,2016,4,04-27,2016-04-27,Wed
4744887,4616597,2016-02-01 00:00:00,t,49.0,,,,2016,2,02-01,2016-02-01,Mon
339200,1767840,2015-09-16 00:00:00,f,,,,,2015,9,09-16,2015-09-16,Wed
4331917,1964845,2015-08-30 00:00:00,t,270.0,,,,2015,8,08-30,2015-08-30,Sun
1352383,4431221,2015-07-22 00:00:00,f,,,,,2015,7,07-22,2015-07-22,Wed
