,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,year,month,partial_date,clean_date,weekofday
2491605,10491291,2017-08-16 00:00:00,f,,,,,2017,8,08-16,2017-08-16,Wed
8005172,4303139,2017-03-09 00:00:00,t,220.0,,,,2017,3,03-09,2017-03-09,Thr
978858,6959057,2017-05-12 00:00:00,f,,,,,2017,5,05-12,2017-05-12,Fri
4215002,4323263,2017-03-19 00:00:00,f,,,,,2017,3,03-19,2017-03-19,Sun
8411369,14821940,2017-10-09 00:00:00,f,,,,,2017,10,10-09,2017-10-09,Mon
205657,9346080,2017-04-05 00:00:00,f,,,,,2017,4,04-05,2017-04-05,Wed
7618148,498014,2017-07-11 00:00:00,t,93.0,,,,2017,7,07-11,2017-07-11,Tue
2586027,11256529,2017-12-14 00:00:00,t,25.0,,,,2017,12,12-14,2017-12-14,Thr
5168435,10189846,2017-09-02 00:00:00,f,,,,,2017,9,09-02,2017-09-02,Sat
6742289,14784992,2018-02-04 00:00:00,t,29.0,,,,2018,2,02-04,2018-02-04,Sun
4235125,6868042,2017-10-25 00:00:00,t,90.0,,,,2017,10,10-25,2017-10-25,Wed
7544193,15552932,2018-02-21 00:00:00,f,,,,,2018,2,02-21,2018-02-21,Wed
2332853,14222699,2017-09-05 00:00:00,f,,,,,2017,9,09-05,2017-09-05,Tue
6852309,14800480,2017-09-18 00:00:00,f,,,,,2017,9,09-18,2017-09-18,Mon
2132018,11673194,2017-10-09 00:00:00,f,,,,,2017,10,10-09,2017-10-09,Mon
7029665,7805787,2017-06-25 00:00:00,t,79.0,,,,2017,6,06-25,2017-06-25,Sun
8213524,10660651,2017-05-11 00:00:00,f,,,,,2017,5,05-11,2017-05-11,Thr
1479632,12970643,2017-05-18 00:00:00,t,39.0,,,,2017,5,05-18,2017-05-18,Thr
6600674,15024957,2017-12-20 00:00:00,t,85.0,,,,2017,12,12-20,2017-12-20,Wed
6011878,683670,2017-04-07 00:00:00,t,250.0,,,,2017,4,04-07,2017-04-07,Fri
2855005,14284377,2017-03-26 00:00:00,t,42.0,,,,2017,3,03-26,2017-03-26,Sun
5636225,5231167,2017-05-20 00:00:00,f,,,,,2017,5,05-20,2017-05-20,Sat
6194640,12011729,2017-05-05 00:00:00,f,,,,,2017,5,05-05,2017-05-05,Fri
3782406,4108538,2017-11-05 00:00:00,t,125.0,,,,2017,11,11-05,2017-11-05,Sun
1066624,13548192,2017-10-01 00:00:00,t,47.0,,,,2017,10,10-01,2017-10-01,Sun
1678049,12024350,2017-10-08 00:00:00,t,110.0,,,,2017,10,10-08,2017-10-08,Sun
3400059,784086,2017-11-15 00:00:00,t,375.0,,,,2017,11,11-15,2017-11-15,Wed
5586109,11416899,2017-10-03 00:00:00,f,,,,,2017,10,10-03,2017-10-03,Tue
335620,13021922,2017-06-09 00:00:00,f,,,,,2017,6,06-09,2017-06-09,Fri
7046315,1805824,2017-03-11 00:00:00,f,,,,,2017,3,03-11,2017-03-11,Sat
2068567,13011980,2017-08-26 00:00:00,f,,,,,2017,8,08-26,2017-08-26,Sat
1854943,11607331,2018-02-16 00:00:00,f,,,,,2018,2,02-16,2018-02-16,Fri
5224032,1377194,2017-08-17 00:00:00,t,191.0,,,,2017,8,08-17,2017-08-17,Thr
6679601,4958196,2017-10-14 00:00:00,t,800.0,,,,2017,10,10-14,2017-10-14,Sat
1950035,7439151,2017-08-08 00:00:00,f,,,,,2017,8,08-08,2017-08-08,Tue
1331205,12489486,2018-01-10 00:00:00,f,,,,,2018,1,01-10,2018-01-10,Wed
8452196,7897634,2017-12-12 00:00:00,t,80.0,,,,2017,12,12-12,2017-12-12,Tue
6752937,9260889,2017-09-08 00:00:00,f,,,,,2017,9,09-08,2017-09-08,Fri
6183948,5133657,2017-10-31 00:00:00,t,103.0,,,,2017,10,10-31,2017-10-31,Tue
819783,7710101,2017-03-08 00:00:00,f,,,,,2017,3,03-08,2017-03-08,Wed
8466432,14402416,2017-04-24 00:00:00,t,1000.0,,,,2017,4,04-24,2017-04-24,Mon
1778990,1412082,2017-09-28 00:00:00,f,,,,,2017,9,09-28,2017-09-28,Thr
7676059,329168,2017-10-22 00:00:00,t,98.0,,,,2017,10,10-22,2017-10-22,Sun
3864968,11760823,2017-03-18 00:00:00,t,50.0,,,,2017,3,03-18,2017-03-18,Sat
5039041,7810053,2018-02-15 00:00:00,t,128.0,,,,2018,2,02-15,2018-02-15,Thr
4679015,13650969,2017-10-05 00:00:00,t,170.0,,,,2017,10,10-05,2017-10-05,Thr
2269679,819591,2017-10-24 00:00:00,t,375.0,,,,2017,10,10-24,2017-10-24,Tue
5360759,12365819,2018-02-25 00:00:00,t,70.0,,,,2018,2,02-25,2018-02-25,Sun
1070802,13128594,2017-05-08 00:00:00,f,,,,,2017,5,05-08,2017-05-08,Mon
6356203,4672465,2017-11-28 00:00:00,t,99.0,,,,2017,11,11-28,2017-11-28,Tue
3431164,3674111,2017-09-18 00:00:00,f,,,,,2017,9,09-18,2017-09-18,Mon
8297389,15043768,2018-02-05 00:00:00,t,65.0,,,,2018,2,02-05,2018-02-05,Mon
7765069,15426305,2018-01-01 00:00:00,t,59.0,,,,2018,1,01-01,2018-01-01,Mon
2111964,8370225,2017-12-17 00:00:00,f,,,,,2017,12,12-17,2017-12-17,Sun
1841774,12209733,2017-03-17 00:00:00,t,119.0,,,,2017,3,03-17,2017-03-17,Fri
5981934,11419733,2017-04-21 00:00:00,f,,,,,2017,4,04-21,2017-04-21,Fri
7357354,1055233,2017-12-28 00:00:00,t,550.0,,,,2017,12,12-28,2017-12-28,Thr
6071913,1747120,2017-01-01 00:00:00,t,425.0,,,,2017,1,01-01,2017-01-01,Sun
6346581,13251980,2016-09-10 00:00:00,t,47.0,,,,2016,9,09-10,2016-09-10,Sat
2899522,12846750,2016-09-08 00:00:00,t,57.0,,,,2016,9,09-08,2016-09-08,Thr
4796636,7161915,2017-01-30 00:00:00,t,130.0,,,,2017,1,01-30,2017-01-30,Mon
1972292,13914798,2016-10-12 00:00:00,t,75.0,,,,2016,10,10-12,2016-10-12,Wed
6721805,7366691,2016-09-06 00:00:00,t,67.0,,,,2016,9,09-06,2016-09-06,Tue
4880270,4279386,2016-11-22 00:00:00,t,64.0,,,,2016,11,11-22,2016-11-22,Tue
8298472,12092632,2016-11-17 00:00:00,t,579.0,,,,2016,11,11-17,2016-11-17,Thr
93440,4072794,2017-04-09 00:00:00,t,75.0,,,,2017,4,04-09,2017-04-09,Sun
418261,7401408,2016-08-31 00:00:00,t,700.0,,,,2016,8,08-31,2016-08-31,Wed
1711378,9696978,2016-10-14 00:00:00,f,,,,,2016,10,10-14,2016-10-14,Fri
3857319,741909,2016-08-03 00:00:00,f,,,,,2016,8,08-03,2016-08-03,Wed
1757653,13688370,2016-11-04 00:00:00,f,,,,,2016,11,11-04,2016-11-04,Fri
7494273,13991513,2017-01-11 00:00:00,t,495.0,,,,2017,1,01-11,2017-01-11,Wed
8379766,8908613,2017-03-09 00:00:00,f,,,,,2017,3,03-09,2017-03-09,Thr
2733993,7622833,2017-02-22 00:00:00,f,,,,,2017,2,02-22,2017-02-22,Wed
5165020,5213291,2016-11-05 00:00:00,t,69.0,,,,2016,11,11-05,2016-11-05,Sat
1600762,11549355,2017-07-21 00:00:00,t,249.0,,,,2017,7,07-21,2017-07-21,Fri
7184094,12916442,2017-02-14 00:00:00,t,250.0,,,,2017,2,02-14,2017-02-14,Tue
171230,5863395,2017-06-14 00:00:00,t,120.0,,,,2017,6,06-14,2017-06-14,Wed
2848291,7021263,2016-12-03 00:00:00,f,,,,,2016,12,12-03,2016-12-03,Sat
3986023,296829,2016-12-07 00:00:00,t,108.0,,,,2016,12,12-07,2016-12-07,Wed
5730529,9708499,2017-07-04 00:00:00,t,89.0,,,,2017,7,07-04,2017-07-04,Tue
787157,13004339,2017-06-05 00:00:00,t,10000.0,,,,2017,6,06-05,2017-06-05,Mon
8766718,5993121,2017-03-07 00:00:00,f,,,,,2017,3,03-07,2017-03-07,Tue
261620,8469696,2016-10-22 00:00:00,t,150.0,,,,2016,10,10-22,2016-10-22,Sat
7209128,9699833,2017-07-19 00:00:00,f,,,,,2017,7,07-19,2017-07-19,Wed
6225921,11757998,2017-04-06 00:00:00,t,82.0,,,,2017,4,04-06,2017-04-06,Thr
1591859,13789408,2017-03-03 00:00:00,t,230.0,,,,2017,3,03-03,2017-03-03,Fri
8375785,3651492,2016-12-19 00:00:00,f,,,,,2016,12,12-19,2016-12-19,Mon
7296425,12370081,2017-04-18 00:00:00,t,95.0,,,,2017,4,04-18,2017-04-18,Tue
3095328,8036640,2017-02-23 00:00:00,f,,,,,2017,2,02-23,2017-02-23,Thr
8017446,4359923,2016-10-02 00:00:00,f,,,,,2016,10,10-02,2016-10-02,Sun
1051931,8133418,2017-07-31 00:00:00,f,,,,,2017,7,07-31,2017-07-31,Mon
2857054,10163450,2017-06-17 00:00:00,f,,,,,2017,6,06-17,2017-06-17,Sat
816548,7921940,2017-06-20 00:00:00,t,84.0,,,,2017,6,06-20,2017-06-20,Tue
5465116,7279006,2016-08-31 00:00:00,t,55.0,,,,2016,8,08-31,2016-08-31,Wed
124710,288779,2016-10-31 00:00:00,t,33.0,,,,2016,10,10-31,2016-10-31,Mon
619372,8726680,2016-09-04 00:00:00,t,292.0,,,,2016,9,09-04,2016-09-04,Sun
3783283,12931041,2017-06-05 00:00:00,t,600.0,,,,2017,6,06-05,2017-06-05,Mon
8359194,10546506,2016-09-07 00:00:00,t,355.0,,,,2016,9,09-07,2016-09-07,Wed
5895915,13563549,2017-05-24 00:00:00,f,,,,,2017,5,05-24,2017-05-24,Wed
437274,9295461,2017-07-28 00:00:00,t,30.0,,,,2017,7,07-28,2017-07-28,Fri
4424176,2652614,2017-07-22 00:00:00,t,105.0,,,,2017,7,07-22,2017-07-22,Sat
1087751,6678662,2017-02-11 00:00:00,t,88.0,,,,2017,2,02-11,2017-02-11,Sat
3088199,5688839,2017-06-22 00:00:00,f,,,,,2017,6,06-22,2017-06-22,Thr
1386069,9612860,2016-12-24 00:00:00,f,,,,,2016,12,12-24,2016-12-24,Sat
1566285,12233537,2017-05-23 00:00:00,f,,,,,2017,5,05-23,2017-05-23,Tue
2879319,10994955,2017-01-15 00:00:00,t,110.0,,,,2017,1,01-15,2017-01-15,Sun
5337770,13651998,2017-07-23 00:00:00,t,199.0,,,,2017,7,07-23,2017-07-23,Sun
4385484,7826548,2017-05-23 00:00:00,t,700.0,,,,2017,5,05-23,2017-05-23,Tue
8454860,8467549,2017-08-02 00:00:00,t,185.0,,,,2017,8,08-02,2017-08-02,Wed
1287283,4485259,2016-10-13 00:00:00,t,137.0,,,,2016,10,10-13,2016-10-13,Thr
9058030,11237132,2017-07-24 00:00:00,t,48.0,,,,2017,7,07-24,2017-07-24,Mon
3258628,5632961,2016-10-28 00:00:00,t,41.0,,,,2016,10,10-28,2016-10-28,Fri
5715107,10660492,2016-10-03 00:00:00,t,550.0,,,,2016,10,10-03,2016-10-03,Mon
8909574,283209,2017-07-23 00:00:00,t,95.0,,,,2017,7,07-23,2017-07-23,Sun
3288649,456296,2016-08-03 00:00:00,t,110.0,,,,2016,8,08-03,2016-08-03,Wed
8511823,1054981,2017-05-14 00:00:00,t,350.0,,,,2017,5,05-14,2017-05-14,Sun
1727412,388889,2017-06-29 00:00:00,t,200.0,,,,2017,6,06-29,2017-06-29,Thr
4122861,9995713,2016-12-22 00:00:00,t,40.0,,,,2016,12,12-22,2016-12-22,Thr
7727079,14137535,2017-07-04 00:00:00,t,125.0,,,,2017,7,07-04,2017-07-04,Tue
5937358,10430174,2016-10-01 00:00:00,t,410.0,,,,2016,10,10-01,2016-10-01,Sat
3694649,2761227,2017-03-08 00:00:00,t,69.0,,,,2017,3,03-08,2017-03-08,Wed
3104107,13997318,2016-11-22 00:00:00,f,,,,,2016,11,11-22,2016-11-22,Tue
9107579,2819109,2017-02-06 00:00:00,t,165.0,,,,2017,2,02-06,2017-02-06,Mon
8615036,13372264,2016-09-05 00:00:00,t,125.0,,,,2016,9,09-05,2016-09-05,Mon
1571710,689312,2017-07-13 00:00:00,t,179.0,,,,2017,7,07-13,2017-07-13,Thr
2782226,2196657,2016-10-18 00:00:00,f,,,,,2016,10,10-18,2016-10-18,Tue
8990026,6782780,2017-05-18 00:00:00,t,105.0,,,,2017,5,05-18,2017-05-18,Thr
3278526,564057,2017-04-28 00:00:00,t,85.0,,,,2017,4,04-28,2017-04-28,Fri
9501994,4421458,2017-03-19 00:00:00,t,70.0,,,,2017,3,03-19,2017-03-19,Sun
1577213,11498506,2017-06-15 00:00:00,f,,,,,2017,6,06-15,2017-06-15,Thr
6730039,13959649,2017-01-10 00:00:00,t,55.0,,,,2017,1,01-10,2017-01-10,Tue
5297196,14118727,2017-04-23 00:00:00,f,,,,,2017,4,04-23,2017-04-23,Sun
3012142,13727819,2017-01-14 00:00:00,t,69.0,,,,2017,1,01-14,2017-01-14,Sat
342526,9923464,2016-12-06 00:00:00,f,,,,,2016,12,12-06,2016-12-06,Tue
1529157,6494800,2016-12-16 00:00:00,t,85.0,,,,2016,12,12-16,2016-12-16,Fri
3704542,14015860,2016-11-09 00:00:00,f,,,,,2016,11,11-09,2016-11-09,Wed
7927783,12074076,2017-05-04 00:00:00,f,,,,,2017,5,05-04,2017-05-04,Thr
8586815,1446492,2017-01-23 00:00:00,t,195.0,,,,2017,1,01-23,2017-01-23,Mon
1635469,10595955,2016-11-06 00:00:00,t,209.0,,,,2016,11,11-06,2016-11-06,Sun
928219,10520894,2017-07-09 00:00:00,t,209.0,,,,2017,7,07-09,2017-07-09,Sun
5432489,7750435,2017-01-16 00:00:00,t,105.0,,,,2017,1,01-16,2017-01-16,Mon
5443251,13317939,2017-07-27 00:00:00,f,,,,,2017,7,07-27,2017-07-27,Thr
3632123,8352020,2017-07-25 00:00:00,f,,,,,2017,7,07-25,2017-07-25,Tue
4882891,12273802,2017-06-28 00:00:00,t,125.0,,,,2017,6,06-28,2017-06-28,Wed
1611683,7091048,2017-06-14 00:00:00,f,,,,,2017,6,06-14,2017-06-14,Wed
8599924,13786473,2017-02-23 00:00:00,t,138.0,,,,2017,2,02-23,2017-02-23,Thr
4650017,13577858,2016-10-24 00:00:00,f,,,,,2016,10,10-24,2016-10-24,Mon
9144559,10157254,2016-09-06 00:00:00,t,99.0,,,,2016,9,09-06,2016-09-06,Tue
7230259,13183727,2016-08-27 00:00:00,f,,,,,2016,8,08-27,2016-08-27,Sat
6796362,12251723,2017-02-21 00:00:00,t,313.0,,,,2017,2,02-21,2017-02-21,Tue
6666038,5641847,2017-06-19 00:00:00,f,,,,,2017,6,06-19,2017-06-19,Mon
4621230,10414683,2016-09-06 00:00:00,f,,,,,2016,9,09-06,2016-09-06,Tue
2007845,1983711,2016-08-22 00:00:00,f,,,,,2016,8,08-22,2016-08-22,Mon
6474688,13398543,2016-09-18 00:00:00,t,188.0,,,,2016,9,09-18,2016-09-18,Sun
9087179,1646243,2017-03-16 00:00:00,f,,,,,2017,3,03-16,2017-03-16,Thr
4417242,143210,2017-05-26 00:00:00,t,100.0,,,,2017,5,05-26,2017-05-26,Fri
9495609,473632,2017-03-01 00:00:00,f,,,,,2017,3,03-01,2017-03-01,Wed
2204275,1059849,2016-06-11 00:00:00,t,130.0,,,,2016,6,06-11,2016-06-11,Sat
3339003,6426642,2017-04-15 00:00:00,f,,,,,2017,4,04-15,2017-04-15,Sat
7610021,9716268,2016-09-15 00:00:00,f,,,,,2016,9,09-15,2016-09-15,Thr
5457134,12285424,2016-05-21 00:00:00,f,,,,,2016,5,05-21,2016-05-21,Sat
4289101,11416095,2017-04-18 00:00:00,t,70.0,,,,2017,4,04-18,2017-04-18,Tue
1632550,11721443,2017-01-27 00:00:00,f,,,,,2017,1,01-27,2017-01-27,Fri
213529,8704701,2016-05-06 00:00:00,f,,,,,2016,5,05-06,2016-05-06,Fri
2760974,103020,2016-08-24 00:00:00,t,265.0,,,,2016,8,08-24,2016-08-24,Wed
107335,12227565,2016-05-27 00:00:00,f,,,,,2016,5,05-27,2016-05-27,Fri
7241535,8863188,2017-02-26 00:00:00,f,,,,,2017,2,02-26,2017-02-26,Sun
713171,12454986,2017-03-24 00:00:00,t,66.0,,,,2017,3,03-24,2017-03-24,Fri
3066272,10231423,2017-01-29 00:00:00,t,117.0,,,,2017,1,01-29,2017-01-29,Sun
5392565,9351973,2016-06-26 00:00:00,f,,,,,2016,6,06-26,2016-06-26,Sun
150688,6075247,2017-03-06 00:00:00,t,2000.0,,,,2017,3,03-06,2017-03-06,Mon
360385,5958680,2016-09-09 00:00:00,f,,,,,2016,9,09-09,2016-09-09,Fri
4936099,5688564,2016-11-22 00:00:00,t,65.0,,,,2016,11,11-22,2016-11-22,Tue
1323516,5687265,2016-05-28 00:00:00,t,50.0,,,,2016,5,05-28,2016-05-28,Sat
832801,4037406,2016-12-24 00:00:00,t,99.0,,,,2016,12,12-24,2016-12-24,Sat
1091888,10125741,2016-10-22 00:00:00,t,125.0,,,,2016,10,10-22,2016-10-22,Sat
743325,5296718,2016-11-03 00:00:00,t,95.0,,,,2016,11,11-03,2016-11-03,Thr
2851992,5581430,2017-01-04 00:00:00,t,390.0,,,,2017,1,01-04,2017-01-04,Wed
1002737,8583834,2016-07-23 00:00:00,f,,,,,2016,7,07-23,2016-07-23,Sat
6784301,12271038,2016-06-17 00:00:00,f,,,,,2016,6,06-17,2016-06-17,Fri
4403840,4624526,2016-08-25 00:00:00,f,,,,,2016,8,08-25,2016-08-25,Thr
5085654,624248,2016-08-19 00:00:00,f,,,,,2016,8,08-19,2016-08-19,Fri
5896799,5319522,2016-12-12 00:00:00,t,255.0,,,,2016,12,12-12,2016-12-12,Mon
2721778,7128675,2017-04-05 00:00:00,t,599.0,,,,2017,4,04-05,2017-04-05,Wed
4481662,10060704,2016-11-10 00:00:00,f,,,,,2016,11,11-10,2016-11-10,Thr
3197487,11821100,2016-07-28 00:00:00,f,,,,,2016,7,07-28,2016-07-28,Thr
440736,7808718,2016-10-30 00:00:00,t,65.0,,,,2016,10,10-30,2016-10-30,Sun
5663530,12570846,2016-11-08 00:00:00,t,175.0,,,,2016,11,11-08,2016-11-08,Tue
6028361,7162695,2016-05-23 00:00:00,t,129.0,,,,2016,5,05-23,2016-05-23,Mon
12264,1051837,2016-12-07 00:00:00,t,68.0,,,,2016,12,12-07,2016-12-07,Wed
1986054,9746557,2016-07-30 00:00:00,t,399.0,,,,2016,7,07-30,2016-07-30,Sat
2530969,1633442,2016-06-30 00:00:00,t,126.0,,,,2016,6,06-30,2016-06-30,Thr
3300610,7700030,2017-02-06 00:00:00,f,,,,,2017,2,02-06,2017-02-06,Mon
6774712,3425187,2017-03-10 00:00:00,t,175.0,,,,2017,3,03-10,2017-03-10,Fri
1474154,7399789,2017-02-10 00:00:00,t,129.0,,,,2017,2,02-10,2017-02-10,Fri
4792296,9547143,2016-11-29 00:00:00,f,,,,,2016,11,11-29,2016-11-29,Tue
6137234,724778,2016-09-03 00:00:00,f,,,,,2016,9,09-03,2016-09-03,Sat
7203801,2176310,2016-10-10 00:00:00,f,,,,,2016,10,10-10,2016-10-10,Mon
6149197,912129,2016-06-13 00:00:00,t,189.0,,,,2016,6,06-13,2016-06-13,Mon
5299479,5608722,2016-06-15 00:00:00,t,139.0,,,,2016,6,06-15,2016-06-15,Wed
4537509,2955921,2016-11-12 00:00:00,t,128.0,,,,2016,11,11-12,2016-11-12,Sat
5471364,12020657,2016-05-16 00:00:00,t,125.0,,,,2016,5,05-16,2016-05-16,Mon
7113600,6867502,2016-08-25 00:00:00,t,110.0,,,,2016,8,08-25,2016-08-25,Thr
5906287,5381571,2016-12-10 00:00:00,t,100.0,,,,2016,12,12-10,2016-12-10,Sat
7330151,10887646,2016-12-09 00:00:00,t,236.0,,,,2016,12,12-09,2016-12-09,Fri
2100466,840797,2017-01-13 00:00:00,t,300.0,,,,2017,1,01-13,2017-01-13,Fri
2437391,8149595,2017-02-12 00:00:00,f,,,,,2017,2,02-12,2017-02-12,Sun
1254467,388889,2017-03-25 00:00:00,t,200.0,,,,2017,3,03-25,2017-03-25,Sat
4830640,9200753,2016-12-18 00:00:00,f,,,,,2016,12,12-18,2016-12-18,Sun
4217488,8031865,2017-02-04 00:00:00,t,150.0,,,,2017,2,02-04,2017-02-04,Sat
3514336,4968469,2016-08-26 00:00:00,t,80.0,,,,2016,8,08-26,2016-08-26,Fri
309732,11185296,2016-11-30 00:00:00,f,,,,,2016,11,11-30,2016-11-30,Wed
3044921,3231205,2016-08-01 00:00:00,f,,,,,2016,8,08-01,2016-08-01,Mon
5111319,6742611,2016-12-12 00:00:00,f,,,,,2016,12,12-12,2016-12-12,Mon
4749715,9760165,2017-04-02 00:00:00,t,189.0,,,,2017,4,04-02,2017-04-02,Sun
1832849,12543773,2016-11-02 00:00:00,f,,,,,2016,11,11-02,2016-11-02,Wed
7541723,9047538,2016-08-03 00:00:00,t,99.0,,,,2016,8,08-03,2016-08-03,Wed
2920776,8036967,2016-06-17 00:00:00,t,119.0,,,,2016,6,06-17,2016-06-17,Fri
4576024,4276328,2016-05-21 00:00:00,t,189.0,,,,2016,5,05-21,2016-05-21,Sat
4165439,9488449,2016-06-30 00:00:00,t,65.0,,,,2016,6,06-30,2016-06-30,Thr
4022466,5969842,2016-10-15 00:00:00,f,,,,,2016,10,10-15,2016-10-15,Sat
1470112,6780274,2017-01-14 00:00:00,f,,,,,2017,1,01-14,2017-01-14,Sat
2738069,504195,2016-11-22 00:00:00,t,145.0,,,,2016,11,11-22,2016-11-22,Tue
663129,4118838,2017-02-15 00:00:00,t,99.0,,,,2017,2,02-15,2017-02-15,Wed
6553128,3977417,2017-02-09 00:00:00,t,85.0,,,,2017,2,02-09,2017-02-09,Thr
5400379,10438571,2016-11-22 00:00:00,t,399.0,,,,2016,11,11-22,2016-11-22,Tue
5506952,5918675,2016-11-15 00:00:00,t,110.0,,,,2016,11,11-15,2016-11-15,Tue
6378143,3279813,2016-09-12 00:00:00,t,205.0,,,,2016,9,09-12,2016-09-12,Mon
2108631,6603860,2016-05-28 00:00:00,f,,,,,2016,5,05-28,2016-05-28,Sat
2393632,11774449,2017-03-25 00:00:00,f,,,,,2017,3,03-25,2017-03-25,Sat
4374169,12519355,2016-05-11 00:00:00,t,52.0,,,,2016,5,05-11,2016-05-11,Wed
2251156,945759,2016-11-19 00:00:00,t,299.0,,,,2016,11,11-19,2016-11-19,Sat
868985,10149479,2017-02-11 00:00:00,t,35.0,,,,2017,2,02-11,2017-02-11,Sat
817756,7417979,2016-10-05 00:00:00,t,89.0,,,,2016,10,10-05,2016-10-05,Wed
2012965,7953645,2017-04-22 00:00:00,t,195.0,,,,2017,4,04-22,2017-04-22,Sat
3630047,4989462,2016-09-01 00:00:00,f,,,,,2016,9,09-01,2016-09-01,Thr
6998768,9047234,2017-01-15 00:00:00,t,150.0,,,,2017,1,01-15,2017-01-15,Sun
7569839,4913682,2016-08-14 00:00:00,t,49.0,,,,2016,8,08-14,2016-08-14,Sun
6713592,1728918,2016-09-26 00:00:00,t,100.0,,,,2016,9,09-26,2016-09-26,Mon
890161,3970710,2017-02-17 00:00:00,t,89.0,,,,2017,2,02-17,2017-02-17,Fri
7342182,10416506,2016-11-25 00:00:00,t,35.0,,,,2016,11,11-25,2016-11-25,Fri
3351255,6092309,2016-11-08 00:00:00,t,129.0,,,,2016,11,11-08,2016-11-08,Tue
4893867,1236639,2017-03-10 00:00:00,t,77.0,,,,2017,3,03-10,2017-03-10,Fri
1667424,1922590,2016-08-14 00:00:00,t,250.0,,,,2016,8,08-14,2016-08-14,Sun
445504,4463795,2016-11-22 00:00:00,t,95.0,,,,2016,11,11-22,2016-11-22,Tue
3486493,5436110,2016-05-15 00:00:00,f,,,,,2016,5,05-15,2016-05-15,Sun
1300214,3923304,2016-07-25 00:00:00,f,,,,,2016,7,07-25,2016-07-25,Mon
5686097,12469003,2016-09-06 00:00:00,f,,,,,2016,9,09-06,2016-09-06,Tue
4322313,8780920,2017-04-15 00:00:00,t,165.0,,,,2017,4,04-15,2017-04-15,Sat
7481694,1677906,2017-02-15 00:00:00,t,66.0,,,,2017,2,02-15,2017-02-15,Wed
7086481,6941144,2016-05-08 00:00:00,f,,,,,2016,5,05-08,2016-05-08,Sun
5987931,8171733,2016-08-16 00:00:00,f,,,,,2016,8,08-16,2016-08-16,Tue
4185047,6599196,2017-03-20 00:00:00,t,180.0,,,,2017,3,03-20,2017-03-20,Mon
4044381,11660192,2016-10-30 00:00:00,t,85.0,,,,2016,10,10-30,2016-10-30,Sun
1404664,11379877,2016-09-23 00:00:00,t,48.0,,,,2016,9,09-23,2016-09-23,Fri
3747035,12490711,2017-03-08 00:00:00,f,,,,,2017,3,03-08,2017-03-08,Wed
5820488,3249317,2016-11-16 00:00:00,f,,,,,2016,11,11-16,2016-11-16,Wed
6443301,3651492,2016-11-18 00:00:00,t,230.0,,,,2016,11,11-18,2016-11-18,Fri
4079979,75512,2016-01-11 00:00:00,t,76.0,,,,2016,1,01-11,2016-01-11,Mon
6536884,3319449,2016-04-11 00:00:00,f,,,,,2016,4,04-11,2016-04-11,Mon
942094,10182735,2016-01-31 00:00:00,t,20.0,,,,2016,1,01-31,2016-01-31,Sun
1785014,5030349,2016-06-14 00:00:00,t,59.0,,,,2016,6,06-14,2016-06-14,Tue
1482886,7988418,2016-09-15 00:00:00,t,110.0,,,,2016,9,09-15,2016-09-15,Thr
1449043,5960643,2016-12-26 00:00:00,t,125.0,,,,2016,12,12-26,2016-12-26,Mon
5631655,7747248,2016-03-12 00:00:00,t,99.0,,,,2016,3,03-12,2016-03-12,Sat
2590810,1159652,2016-02-11 00:00:00,t,185.0,,,,2016,2,02-11,2016-02-11,Thr
3194435,5954878,2016-11-17 00:00:00,t,52.0,,,,2016,11,11-17,2016-11-17,Thr
3616824,1493901,2016-02-10 00:00:00,f,,,,,2016,2,02-10,2016-02-10,Wed
3399372,2203723,2016-05-08 00:00:00,t,61.0,,,,2016,5,05-08,2016-05-08,Sun
3307284,9445750,2016-01-21 00:00:00,f,,,,,2016,1,01-21,2016-01-21,Thr
4645131,5729900,2016-05-22 00:00:00,t,200.0,,,,2016,5,05-22,2016-05-22,Sun
6749584,3616387,2016-01-06 00:00:00,t,120.0,,,,2016,1,01-06,2016-01-06,Wed
4700945,895309,2016-04-21 00:00:00,t,110.0,,,,2016,4,04-21,2016-04-21,Thr
6667356,7178619,2016-09-24 00:00:00,t,250.0,,,,2016,9,09-24,2016-09-24,Sat
6782797,9906111,2016-01-04 00:00:00,t,139.0,,,,2016,1,01-04,2016-01-04,Mon
6032254,6377258,2016-09-22 00:00:00,t,65.0,,,,2016,9,09-22,2016-09-22,Thr
3379441,2320591,2016-09-30 00:00:00,t,595.0,,,,2016,9,09-30,2016-09-30,Fri
4636961,5580805,2016-01-03 00:00:00,t,175.0,,,,2016,1,01-03,2016-01-03,Sun
5724429,9608414,2016-05-15 00:00:00,f,,,,,2016,5,05-15,2016-05-15,Sun
4063614,6693567,2016-03-11 00:00:00,t,150.0,,,,2016,3,03-11,2016-03-11,Fri
7344072,1245708,2016-09-30 00:00:00,t,43.0,,,,2016,9,09-30,2016-09-30,Fri
6139260,23856,2016-11-22 00:00:00,f,,,,,2016,11,11-22,2016-11-22,Tue
3634597,5447165,2016-10-20 00:00:00,t,200.0,,,,2016,10,10-20,2016-10-20,Thr
862778,6808628,2016-10-12 00:00:00,t,129.0,,,,2016,10,10-12,2016-10-12,Wed
1912810,1520407,2016-07-30 00:00:00,t,50.0,,,,2016,7,07-30,2016-07-30,Sat
3404318,4959182,2016-11-25 00:00:00,t,42.0,,,,2016,11,11-25,2016-11-25,Fri
